"#","Name","Type","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed"
231,"Phanpy","ground",330,90,60,60,40,40,40
232,"Donphan","ground",500,90,120,120,60,60,50
233,"Porygon2","normal",515,85,80,90,105,95,60
234,"Stantler","normal",465,73,95,62,85,65,85
235,"Smeargle","normal",250,55,20,35,20,45,75
236,"Tyrogue","fighting",210,35,35,35,35,35,35
237,"Hitmontop","fighting",455,50,95,95,35,110,70
238,"Smoochum","icepsychic",305,45,30,15,85,65,65
239,"Elekid","electric",360,45,63,37,65,55,95
240,"Magby","fire",365,45,75,37,70,55,83
241,"Miltank","normal",490,95,80,105,40,70,100
242,"Blissey","normal",540,255,10,10,75,135,55
243,"Raikou","electric",580,90,85,75,115,100,115
244,"Entei","fire",580,115,115,85,90,75,100
245,"Suicune","water",580,100,75,115,90,115,85
246,"Larvitar","rockground",300,50,64,50,45,50,41
247,"Pupitar","rockground",410,70,84,70,65,70,51
248,"Tyranitar","rockdark",600,100,134,110,95,100,61
248,"TyranitarMega Tyranitar","rockdark",700,100,164,150,95,120,71
249,"Lugia","psychicflying",680,106,90,130,90,154,110
250,"Ho-oh","fireflying",680,106,130,90,110,154,90
251,"Celebi","psychicgrass",600,100,100,100,100,100,100
252,"Treecko","grass",310,40,45,35,65,55,70
253,"Grovyle","grass",405,50,65,45,85,65,95
254,"Sceptile","grass",530,70,85,65,105,85,120
254,"SceptileMega Sceptile","grassdragon",630,70,110,75,145,85,145
255,"Torchic","fire",310,45,60,40,70,50,45
256,"Combusken","firefighting",405,60,85,60,85,60,55
257,"Blaziken","firefighting",530,80,120,70,110,70,80
257,"BlazikenMega Blaziken","firefighting",630,80,160,80,130,80,100
258,"Mudkip","water",310,50,70,50,50,50,40
259,"Marshtomp","waterground",405,70,85,70,60,70,50
260,"Swampert","waterground",535,100,110,90,85,90,60
260,"SwampertMega Swampert","waterground",635,100,150,110,95,110,70
261,"Poochyena","dark",220,35,55,35,30,30,35
262,"Mightyena","dark",420,70,90,70,60,60,70
263,"Zigzagoon","normal",240,38,30,41,30,41,60
263,"ZigzagoonGalarian Zigzagoon","darknormal",240,38,30,41,30,41,60
264,"Linoone","normal",420,78,70,61,50,61,100
264,"LinooneGalarian Linoone","darknormal",420,78,70,61,50,61,100
265,"Wurmple","bug",195,45,45,35,20,30,20
266,"Silcoon","bug",205,50,35,55,25,25,15
267,"Beautifly","bugflying",395,60,70,50,100,50,65
268,"Cascoon","bug",205,50,35,55,25,25,15
269,"Dustox","bugpoison",385,60,50,70,50,90,65
270,"Lotad","watergrass",220,40,30,30,40,50,30
271,"Lombre","watergrass",340,60,50,50,60,70,50
272,"Ludicolo","watergrass",480,80,70,70,90,100,70
273,"Seedot","grass",220,40,40,50,30,30,30
274,"Nuzleaf","grassdark",340,70,70,40,60,40,60
275,"Shiftry","grassdark",480,90,100,60,90,60,80
276,"Taillow","normalflying",270,40,55,30,30,30,85
277,"Swellow","normalflying",455,60,85,60,75,50,125
278,"Wingull","waterflying",270,40,30,30,55,30,85
279,"Pelipper","waterflying",440,60,50,100,95,70,65
280,"Ralts","psychicfairy",198,28,25,25,45,35,40
281,"Kirlia","psychicfairy",278,38,35,35,65,55,50
282,"Gardevoir","psychicfairy",518,68,65,65,125,115,80
282,"GardevoirMega Gardevoir","psychicfairy",618,68,85,65,165,135,100
283,"Surskit","bugwater",269,40,30,32,50,52,65
284,"Masquerain","bugflying",454,70,60,62,100,82,80
285,"Shroomish","grass",295,60,40,60,40,60,35
286,"Breloom","grassfighting",460,60,130,80,60,60,70
287,"Slakoth","normal",280,60,60,60,35,35,30
288,"Vigoroth","normal",440,80,80,80,55,55,90
289,"Slaking","normal",670,150,160,100,95,65,100
290,"Nincada","bugground",266,31,45,90,30,30,40
291,"Ninjask","bugflying",456,61,90,45,50,50,160
292,"Shedinja","bugghost",236,1,90,45,30,30,40
293,"Whismur","normal",240,64,51,23,51,23,28
294,"Loudred","normal",360,84,71,43,71,43,48
295,"Exploud","normal",490,104,91,63,91,73,68
296,"Makuhita","fighting",237,72,60,30,20,30,25
297,"Hariyama","fighting",474,144,120,60,40,60,50
298,"Azurill","normalfairy",190,50,20,40,20,40,20
299,"Nosepass","rock",375,30,45,135,45,90,30
300,"Skitty","normal",260,50,45,45,35,35,50
301,"Delcatty","normal",400,70,65,65,55,55,90
302,"Sableye","darkghost",380,50,75,75,65,65,50
302,"SableyeMega Sableye","darkghost",480,50,85,125,85,115,20
303,"Mawile","steelfairy",380,50,85,85,55,55,50
303,"MawileMega Mawile","steelfairy",480,50,105,125,55,95,50
304,"Aron","steelrock",330,50,70,100,40,40,30
305,"Lairon","steelrock",430,60,90,140,50,50,40
306,"Aggron","steelrock",530,70,110,180,60,60,50
306,"AggronMega Aggron","steel",630,70,140,230,60,80,50
307,"Meditite","fightingpsychic",280,30,40,55,40,55,60
308,"Medicham","fightingpsychic",410,60,60,75,60,75,80
308,"MedichamMega Medicham","fightingpsychic",510,60,100,85,80,85,100
309,"Electrike","electric",295,40,45,40,65,40,65
310,"Manectric","electric",475,70,75,60,105,60,105
310,"ManectricMega Manectric","electric",575,70,75,80,135,80,135
311,"Plusle","electric",405,60,50,40,85,75,95
312,"Minun","electric",405,60,40,50,75,85,95
313,"Volbeat","bug",430,65,73,75,47,85,85
314,"Illumise","bug",430,65,47,75,73,85,85
315,"Roselia","grasspoison",400,50,60,45,100,80,65
316,"Gulpin","poison",302,70,43,53,43,53,40
317,"Swalot","poison",467,100,73,83,73,83,55
318,"Carvanha","waterdark",305,45,90,20,65,20,65
319,"Sharpedo","waterdark",460,70,120,40,95,40,95
319,"SharpedoMega Sharpedo","waterdark",560,70,140,70,110,65,105
320,"Wailmer","water",400,130,70,35,70,35,60
321,"Wailord","water",500,170,90,45,90,45,60
322,"Numel","fireground",305,60,60,40,65,45,35
323,"Camerupt","fireground",460,70,100,70,105,75,40
323,"CameruptMega Camerupt","fireground",560,70,120,100,145,105,20
324,"Torkoal","fire",470,70,85,140,85,70,20
325,"Spoink","psychic",330,60,25,35,70,80,60
326,"Grumpig","psychic",470,80,45,65,90,110,80
327,"Spinda","normal",360,60,60,60,60,60,60
328,"Trapinch","ground",290,45,100,45,45,45,10
329,"Vibrava","grounddragon",340,50,70,50,50,50,70
330,"Flygon","grounddragon",520,80,100,80,80,80,100
331,"Cacnea","grass",335,50,85,40,85,40,35
332,"Cacturne","grassdark",475,70,115,60,115,60,55
333,"Swablu","normalflying",310,45,40,60,40,75,50
334,"Altaria","dragonflying",490,75,70,90,70,105,80
334,"AltariaMega Altaria","dragonfairy",590,75,110,110,110,105,80
335,"Zangoose","normal",458,73,115,60,60,60,90
336,"Seviper","poison",458,73,100,60,100,60,65
337,"Lunatone","rockpsychic",460,90,55,65,95,85,70
338,"Solrock","rockpsychic",460,90,95,85,55,65,70
339,"Barboach","waterground",288,50,48,43,46,41,60
340,"Whiscash","waterground",468,110,78,73,76,71,60
341,"Corphish","water",308,43,80,65,50,35,35
342,"Crawdaunt","waterdark",468,63,120,85,90,55,55
343,"Baltoy","groundpsychic",300,40,40,55,40,70,55
344,"Claydol","groundpsychic",500,60,70,105,70,120,75
345,"Lileep","rockgrass",355,66,41,77,61,87,23
346,"Cradily","rockgrass",495,86,81,97,81,107,43
347,"Anorith","rockbug",355,45,95,50,40,50,75
348,"Armaldo","rockbug",495,75,125,100,70,80,45
349,"Feebas","water",200,20,15,20,10,55,80
350,"Milotic","water",540,95,60,79,100,125,81
351,"Castform","normal",420,70,70,70,70,70,70
351,"CastformSunny Form","fire",420,70,70,70,70,70,70
351,"CastformRainy Form","water",420,70,70,70,70,70,70
351,"CastformSnowy Form","ice",420,70,70,70,70,70,70
352,"Kecleon","normal",440,60,90,70,60,120,40
353,"Shuppet","ghost",295,44,75,35,63,33,45
354,"Banette","ghost",455,64,115,65,83,63,65
354,"BanetteMega Banette","ghost",555,64,165,75,93,83,75
355,"Duskull","ghost",295,20,40,90,30,90,25
356,"Dusclops","ghost",455,40,70,130,60,130,25
357,"Tropius","grassflying",460,99,68,83,72,87,51
358,"Chimecho","psychic",455,75,50,80,95,90,65
359,"Absol","dark",465,65,130,60,75,60,75
359,"AbsolMega Absol","dark",565,65,150,60,115,60,115
360,"Wynaut","psychic",260,95,23,48,23,48,23
361,"Snorunt","ice",300,50,50,50,50,50,50
362,"Glalie","ice",480,80,80,80,80,80,80
362,"GlalieMega Glalie","ice",580,80,120,80,120,80,100
363,"Spheal","icewater",290,70,40,50,55,50,25
364,"Sealeo","icewater",410,90,60,70,75,70,45
365,"Walrein","icewater",530,110,80,90,95,90,65
366,"Clamperl","water",345,35,64,85,74,55,32
367,"Huntail","water",485,55,104,105,94,75,52
368,"Gorebyss","water",485,55,84,105,114,75,52
369,"Relicanth","waterrock",485,100,90,130,45,65,55
370,"Luvdisc","water",330,43,30,55,40,65,97
371,"Bagon","dragon",300,45,75,60,40,30,50
372,"Shelgon","dragon",420,65,95,100,60,50,50
373,"Salamence","dragonflying",600,95,135,80,110,80,100
373,"SalamenceMega Salamence","dragonflying",700,95,145,130,120,90,120
374,"Beldum","steelpsychic",300,40,55,80,35,60,30
375,"Metang","steelpsychic",420,60,75,100,55,80,50
376,"Metagross","steelpsychic",600,80,135,130,95,90,70
376,"MetagrossMega Metagross","steelpsychic",700,80,145,150,105,110,110
377,"Regirock","rock",580,80,100,200,50,100,50
378,"Regice","ice",580,80,50,100,100,200,50
379,"Registeel","steel",580,80,75,150,75,150,50
380,"Latias","dragonpsychic",600,80,80,90,110,130,110
380,"LatiasMega Latias","dragonpsychic",700,80,100,120,140,150,110
381,"Latios","dragonpsychic",600,80,90,80,130,110,110
381,"LatiosMega Latios","dragonpsychic",700,80,130,100,160,120,110
382,"Kyogre","water",670,100,100,90,150,140,90
382,"KyogrePrimal Kyogre","water",770,100,150,90,180,160,90
383,"Groudon","ground",670,100,150,140,100,90,90
383,"GroudonPrimal Groudon","groundfire",770,100,180,160,150,90,90
384,"Rayquaza","dragonflying",680,105,150,90,150,90,95
384,"RayquazaMega Rayquaza","dragonflying",780,105,180,100,180,100,115
385,"Jirachi","steelpsychic",600,100,100,100,100,100,100
386,"DeoxysNormal Forme","psychic",600,50,150,50,150,50,150
386,"DeoxysAttack Forme","psychic",600,50,180,20,180,20,150
386,"DeoxysDefense Forme","psychic",600,50,70,160,70,160,90
386,"DeoxysSpeed Forme","psychic",600,50,95,90,95,90,180
387,"Turtwig","grass",318,55,68,64,45,55,31
388,"Grotle","grass",405,75,89,85,55,65,36
389,"Torterra","grassground",525,95,109,105,75,85,56
390,"Chimchar","fire",309,44,58,44,58,44,61
391,"Monferno","firefighting",405,64,78,52,78,52,81
392,"Infernape","firefighting",534,76,104,71,104,71,108
393,"Piplup","water",314,53,51,53,61,56,40
394,"Prinplup","water",405,64,66,68,81,76,50
395,"Empoleon","watersteel",530,84,86,88,111,101,60
396,"Starly","normalflying",245,40,55,30,30,30,60
397,"Staravia","normalflying",340,55,75,50,40,40,80
398,"Staraptor","normalflying",485,85,120,70,50,60,100
399,"Bidoof","normal",250,59,45,40,35,40,31
400,"Bibarel","normalwater",410,79,85,60,55,60,71
401,"Kricketot","bug",194,37,25,41,25,41,25
402,"Kricketune","bug",384,77,85,51,55,51,65
403,"Shinx","electric",263,45,65,34,40,34,45
404,"Luxio","electric",363,60,85,49,60,49,60
405,"Luxray","electric",523,80,120,79,95,79,70
406,"Budew","grasspoison",280,40,30,35,50,70,55
407,"Roserade","grasspoison",515,60,70,65,125,105,90
408,"Cranidos","rock",350,67,125,40,30,30,58
409,"Rampardos","rock",495,97,165,60,65,50,58
